observation_id,observation_date,observation_time,plant_nickname,phenophase_status,abundance_category,abundance_category_value,raw_abundance_value,category,phenophase_name,scientific_name,common_name,latitude,longitude,site_name,elevation,observation_comments,network,date,year,month,class,code,start_phase,end_phase
26402403,2021-05-14,12:00:00 AM,ABCO 2.2.,Yes,How many buds are breaking?,11 to 100,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Most pollen cones appear closed,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402404,2021-05-14,12:00:00 AM,ABCO 2.2.,Yes,How many young needles are present?,11 to 100,NULL,Needles,Young needles,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Most pollen cones appear closed,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402405,2021-05-14,12:00:00 AM,ABCO 2.2.,Yes,How many fresh pollen cones are present?,"More than 10,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Most pollen cones appear closed,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402406,2021-05-14,12:00:00 AM,ABCO 2.2.,Yes,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Most pollen cones appear closed,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402407,2021-05-14,12:00:00 AM,ABCO 2.2.,?,How much pollen is released?,,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Most pollen cones appear closed,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402408,2021-05-14,12:00:00 AM,ABCO 2.2.,?,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Most pollen cones appear closed,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402409,2021-05-14,12:00:00 AM,ABCO 2.2.,?,How many seed cones are ripe?,,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Most pollen cones appear closed,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402410,2021-05-14,12:00:00 AM,ABCO 2.2.,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Most pollen cones appear closed,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402411,2021-05-14,12:00:00 AM,ABCO 2.5,No,How many buds are breaking?,,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402412,2021-05-14,12:00:00 AM,ABCO 2.5,No,How many young needles are present?,,NULL,Needles,Young needles,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402413,2021-05-14,12:00:00 AM,ABCO 2.5,Yes,How many fresh pollen cones are present?,"101 to 1,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402414,2021-05-14,12:00:00 AM,ABCO 2.5,Yes,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402415,2021-05-14,12:00:00 AM,ABCO 2.5,?,How much pollen is released?,,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402416,2021-05-14,12:00:00 AM,ABCO 2.5,?,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402417,2021-05-14,12:00:00 AM,ABCO 2.5,?,How many seed cones are ripe?,,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402418,2021-05-14,12:00:00 AM,ABCO 2.5,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402419,2021-05-14,12:00:00 AM,CADE 2.5,Yes,How many fresh pollen cones are present?,"101 to 1,000",NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402420,2021-05-14,12:00:00 AM,CADE 2.5,Yes,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,95% or more,NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402421,2021-05-14,12:00:00 AM,CADE 2.5,Yes,How much pollen is released?,Some,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402422,2021-05-14,12:00:00 AM,CADE 2.5,No,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402423,2021-05-14,12:00:00 AM,CADE 2.5,Yes,How many seed cones are ripe?,11 to 100,NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402424,2021-05-14,12:00:00 AM,CADE 2.5,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402425,2021-05-14,12:00:00 AM,CADE 2.3,Yes,How many fresh pollen cones are present?,"More than 10,000",NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402426,2021-05-14,12:00:00 AM,CADE 2.3,Yes,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,95% or more,NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402427,2021-05-14,12:00:00 AM,CADE 2.3,Yes,How much pollen is released?,Lots,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402428,2021-05-14,12:00:00 AM,CADE 2.3,Yes,How many seed cones are unripe?,"101 to 1,000",NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402429,2021-05-14,12:00:00 AM,CADE 2.3,Yes,How many seed cones are ripe?,"1,001 to 10,000",NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402430,2021-05-14,12:00:00 AM,CADE 2.3,Yes,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,3 to 10,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402431,2021-05-14,12:00:00 AM,ABCO 2.3,No,How many buds are breaking?,,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Lots of pollen cones at top,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402432,2021-05-14,12:00:00 AM,ABCO 2.3,No,How many young needles are present?,,NULL,Needles,Young needles,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Lots of pollen cones at top,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402433,2021-05-14,12:00:00 AM,ABCO 2.3,Yes,How many fresh pollen cones are present?,"1,001 to 10,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Lots of pollen cones at top,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402434,2021-05-14,12:00:00 AM,ABCO 2.3,Yes,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,75-94%,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Lots of pollen cones at top,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402435,2021-05-14,12:00:00 AM,ABCO 2.3,?,How much pollen is released?,,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Lots of pollen cones at top,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402436,2021-05-14,12:00:00 AM,ABCO 2.3,No,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Lots of pollen cones at top,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402437,2021-05-14,12:00:00 AM,ABCO 2.3,No,How many seed cones are ripe?,,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Lots of pollen cones at top,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402438,2021-05-14,12:00:00 AM,ABCO 2.3,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,Lots of pollen cones at top,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402439,2021-05-14,12:00:00 AM,ABCO 2.4,No,How many buds are breaking?,,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402440,2021-05-14,12:00:00 AM,ABCO 2.4,No,How many young needles are present?,,NULL,Needles,Young needles,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402441,2021-05-14,12:00:00 AM,ABCO 2.4,Yes,How many fresh pollen cones are present?,"1,001 to 10,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402442,2021-05-14,12:00:00 AM,ABCO 2.4,Yes,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,75-94%,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402443,2021-05-14,12:00:00 AM,ABCO 2.4,?,How much pollen is released?,,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402444,2021-05-14,12:00:00 AM,ABCO 2.4,?,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402445,2021-05-14,12:00:00 AM,ABCO 2.4,?,How many seed cones are ripe?,,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402446,2021-05-14,12:00:00 AM,ABCO 2.4,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402447,2021-05-14,12:00:00 AM,CADE 2.4,No,How many fresh pollen cones are present?,,NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"Small tree. Some new growth, but no visible pollen or seed cones",NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402448,2021-05-14,12:00:00 AM,CADE 2.4,No,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,,NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"Small tree. Some new growth, but no visible pollen or seed cones",NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402449,2021-05-14,12:00:00 AM,CADE 2.4,No,How much pollen is released?,,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"Small tree. Some new growth, but no visible pollen or seed cones",NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402450,2021-05-14,12:00:00 AM,CADE 2.4,No,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"Small tree. Some new growth, but no visible pollen or seed cones",NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402451,2021-05-14,12:00:00 AM,CADE 2.4,No,How many seed cones are ripe?,,NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"Small tree. Some new growth, but no visible pollen or seed cones",NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402452,2021-05-14,12:00:00 AM,CADE 2.4,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"Small tree. Some new growth, but no visible pollen or seed cones",NULL,2021-05-14,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402453,2021-05-15,12:00:00 AM,ABCO 1.1,No,How many buds are breaking?,,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,Not as many pollen cones as usual,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402454,2021-05-15,12:00:00 AM,ABCO 1.1,No,How many young needles are present?,,NULL,Needles,Young needles,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,Not as many pollen cones as usual,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402455,2021-05-15,12:00:00 AM,ABCO 1.1,Yes,How many fresh pollen cones are present?,"101 to 1,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,Not as many pollen cones as usual,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402456,2021-05-15,12:00:00 AM,ABCO 1.1,?,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,Not as many pollen cones as usual,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402457,2021-05-15,12:00:00 AM,ABCO 1.1,?,How much pollen is released?,,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,Not as many pollen cones as usual,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402458,2021-05-15,12:00:00 AM,ABCO 1.1,?,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,Not as many pollen cones as usual,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402459,2021-05-15,12:00:00 AM,ABCO 1.1,?,How many seed cones are ripe?,,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,Not as many pollen cones as usual,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402460,2021-05-15,12:00:00 AM,ABCO 1.1,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,Not as many pollen cones as usual,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402461,2021-05-15,12:00:00 AM,CADE 1.1,Yes,How many fresh pollen cones are present?,"101 to 1,000",NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402462,2021-05-15,12:00:00 AM,CADE 1.1,Yes,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,95% or more,NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402463,2021-05-15,12:00:00 AM,CADE 1.1,Yes,How much pollen is released?,Some,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402464,2021-05-15,12:00:00 AM,CADE 1.1,No,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402465,2021-05-15,12:00:00 AM,CADE 1.1,Yes,How many seed cones are ripe?,11 to 100,NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402466,2021-05-15,12:00:00 AM,CADE 1.1,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402467,2021-05-15,12:00:00 AM,CADE 1.2,Yes,How many fresh pollen cones are present?,"More than 10,000",NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402468,2021-05-15,12:00:00 AM,CADE 1.2,Yes,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,75-94%,NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402469,2021-05-15,12:00:00 AM,CADE 1.2,Yes,How much pollen is released?,Lots,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402470,2021-05-15,12:00:00 AM,CADE 1.2,No,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402471,2021-05-15,12:00:00 AM,CADE 1.2,Yes,How many seed cones are ripe?,11 to 100,NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402472,2021-05-15,12:00:00 AM,CADE 1.2,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402473,2021-05-15,12:00:00 AM,ABCO 1.2,No,How many buds are breaking?,,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402474,2021-05-15,12:00:00 AM,ABCO 1.2,No,How many young needles are present?,,NULL,Needles,Young needles,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402475,2021-05-15,12:00:00 AM,ABCO 1.2,Yes,How many fresh pollen cones are present?,"1,001 to 10,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402476,2021-05-15,12:00:00 AM,ABCO 1.2,Yes,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,Less than 5%,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402477,2021-05-15,12:00:00 AM,ABCO 1.2,No,How much pollen is released?,,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402478,2021-05-15,12:00:00 AM,ABCO 1.2,No,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402479,2021-05-15,12:00:00 AM,ABCO 1.2,No,How many seed cones are ripe?,,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402480,2021-05-15,12:00:00 AM,ABCO 1.2,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402481,2021-05-15,12:00:00 AM,ABCO 1.3,No,How many buds are breaking?,,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402482,2021-05-15,12:00:00 AM,ABCO 1.3,No,How many young needles are present?,,NULL,Needles,Young needles,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402483,2021-05-15,12:00:00 AM,ABCO 1.3,Yes,How many fresh pollen cones are present?,"1,001 to 10,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402484,2021-05-15,12:00:00 AM,ABCO 1.3,Yes,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,Less than 5%,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402485,2021-05-15,12:00:00 AM,ABCO 1.3,No,How much pollen is released?,,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402486,2021-05-15,12:00:00 AM,ABCO 1.3,No,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402487,2021-05-15,12:00:00 AM,ABCO 1.3,No,How many seed cones are ripe?,,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402488,2021-05-15,12:00:00 AM,ABCO 1.3,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Gymnosperm,ABCO,2021-04-22,2021-09-16
26402489,2021-05-15,12:00:00 AM,CADE 1.3,No,How many fresh pollen cones are present?,,NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,VERY YOUNG,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402490,2021-05-15,12:00:00 AM,CADE 1.3,No,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,,NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,VERY YOUNG,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402491,2021-05-15,12:00:00 AM,CADE 1.3,No,How much pollen is released?,,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,VERY YOUNG,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402492,2021-05-15,12:00:00 AM,CADE 1.3,No,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,VERY YOUNG,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402493,2021-05-15,12:00:00 AM,CADE 1.3,No,How many seed cones are ripe?,,NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,VERY YOUNG,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
26402494,2021-05-15,12:00:00 AM,CADE 1.3,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,VERY YOUNG,NULL,2021-05-15,2021,5,Gymnosperm,CADE,2021-04-22,2021-09-16
