observation_id,update_datetime,site_id,latitude,longitude,elevation_in_meters,state,species_id,genus,species,common_name,kingdom,individual_id,phenophase_id,phenophase_description,observation_date,day_of_year,phenophase_status,intensity_category_id,intensity_value,abundance_value
5700760,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-05-05,125,1,56,"1,001 to 10,000",-9999
5700893,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-05-12,132,1,56,"1,001 to 10,000",-9999
5785486,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-05-26,146,1,56,"1,001 to 10,000",-9999
5822910,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-06-09,160,1,56,"101 to 1,000",-9999
5901936,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-06-23,174,1,56,"101 to 1,000",-9999
6595489,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-06-30,181,1,56,"101 to 1,000",-9999
6596178,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-10-06,279,1,56,11 to 100,-9999
6596335,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-07-14,195,1,56,"101 to 1,000",-9999
6596404,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-07-21,202,1,56,"101 to 1,000",-9999
6596534,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-07-28,209,1,56,"101 to 1,000",-9999
6596664,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-08-04,216,1,56,"101 to 1,000",-9999
6597030,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-07-07,188,1,56,11 to 100,-9999
6597036,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-09-01,244,1,56,11 to 100,-9999
6597166,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-09-08,251,1,56,11 to 100,-9999
6598896,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-10-27,300,0,-9999,-9999,-9999
6599164,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-09-15,258,1,56,11 to 100,-9999
6599245,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-09-22,265,1,-9999,-9999,-9999
6599432,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-10-20,293,0,-9999,-9999,-9999
6745003,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-11-03,307,0,-9999,-9999,-9999
6812988,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-11-24,328,0,-9999,-9999,-9999
7261218,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-12-01,335,0,-9999,-9999,-9999
7261702,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30902,516,Fruits,2015-12-08,342,0,-9999,-9999,-9999
4837843,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-01-06,6,0,-9999,-9999,-9999
4880237,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-01-13,13,0,-9999,-9999,-9999
4894374,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-01-20,20,0,-9999,-9999,-9999
4941085,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-01-27,27,0,-9999,-9999,-9999
4941269,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-02-03,34,0,-9999,-9999,-9999
5214369,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-02-10,41,0,-9999,-9999,-9999
5214499,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-02-17,48,0,-9999,-9999,-9999
5214592,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-03-03,62,0,-9999,-9999,-9999
5234097,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-03-10,69,0,-9999,-9999,-9999
5269202,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-03-17,76,0,-9999,-9999,-9999
5303798,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-03-24,83,0,-9999,-9999,-9999
5395286,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-03-31,90,0,-9999,-9999,-9999
5395416,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-04-07,97,0,-9999,-9999,-9999
5497635,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-04-14,104,0,-9999,-9999,-9999
5699856,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-04-28,118,0,-9999,-9999,-9999
5700539,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-05-19,139,0,-9999,-9999,-9999
5700668,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-04-21,111,0,-9999,-9999,-9999
5700763,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-05-05,125,0,-9999,-9999,-9999
5700896,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-05-12,132,0,-9999,-9999,-9999
5785489,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-05-26,146,0,-9999,-9999,-9999
5822913,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-06-09,160,0,-9999,-9999,-9999
5901958,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-06-23,174,1,39,11 to 100,-9999
6209137,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-08-11,223,0,-9999,-9999,-9999
6595492,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-06-30,181,1,39,11 to 100,-9999
6596181,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-10-06,279,0,-9999,-9999,-9999
6596216,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-07-07,188,1,39,3 to 10,-9999
6596338,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-07-14,195,1,39,11 to 100,-9999
6596407,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-07-21,202,0,-9999,-9999,-9999
6596546,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-07-28,209,1,39,11 to 100,-9999
6596667,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-08-04,216,0,-9999,-9999,-9999
6597039,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-09-01,244,0,-9999,-9999,-9999
6597169,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-09-08,251,0,-9999,-9999,-9999
6598899,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-10-27,300,0,-9999,-9999,-9999
6599167,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-09-15,258,0,-9999,-9999,-9999
6599247,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-09-22,265,0,-9999,-9999,-9999
6599435,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-10-20,293,0,-9999,-9999,-9999
6745006,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-11-03,307,0,-9999,-9999,-9999
6812992,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-11-24,328,0,-9999,-9999,-9999
7160703,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-08-25,237,0,-9999,-9999,-9999
7261221,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-12-01,335,0,-9999,-9999,-9999
7261705,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,371,Breaking leaf buds,2015-12-08,342,0,-9999,-9999,-9999
4837848,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-01-06,6,0,-9999,-9999,-9999
4880242,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-01-13,13,0,-9999,-9999,-9999
4894379,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-01-20,20,0,-9999,-9999,-9999
4941090,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-01-27,27,0,-9999,-9999,-9999
4941274,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-02-03,34,0,-9999,-9999,-9999
5214374,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-02-10,41,0,-9999,-9999,-9999
5214504,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-02-17,48,0,-9999,-9999,-9999
5214603,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-03-03,62,0,-9999,-9999,-9999
5234102,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-03-10,69,0,-9999,-9999,-9999
5269207,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-03-17,76,0,-9999,-9999,-9999
5303803,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-03-24,83,0,-9999,-9999,-9999
5395291,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-03-31,90,0,-9999,-9999,-9999
5395421,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-04-07,97,0,-9999,-9999,-9999
5497640,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-04-14,104,0,-9999,-9999,-9999
5700544,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-05-19,139,0,-9999,-9999,-9999
5700673,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-04-21,111,0,-9999,-9999,-9999
5700698,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-04-28,118,0,-9999,-9999,-9999
5700768,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-05-05,125,0,-9999,-9999,-9999
5700901,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-05-12,132,0,-9999,-9999,-9999
5785494,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-05-26,146,0,-9999,-9999,-9999
5822918,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-06-09,160,1,58,50-74%,-9999
5901937,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-06-23,174,0,-9999,-9999,-9999
6209131,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-08-11,223,0,-9999,-9999,-9999
6595497,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-06-30,181,0,-9999,-9999,-9999
6596196,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-10-06,279,1,58,95% or more,-9999
6596221,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-07-07,188,0,-9999,-9999,-9999
6596343,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-07-14,195,1,58,25-49%,-9999
6596412,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-07-21,202,0,-9999,-9999,-9999
6596537,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-07-28,209,0,-9999,-9999,-9999
6596672,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-08-04,216,0,-9999,-9999,-9999
6597044,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-09-01,244,0,-9999,-9999,-9999
6597174,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-09-08,251,1,58,95% or more,-9999
6598904,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-10-27,300,0,-9999,-9999,-9999
6599172,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-09-15,258,1,58,95% or more,-9999
6599252,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-09-22,265,1,-9999,-9999,-9999
6599440,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-10-20,293,0,-9999,-9999,-9999
6745011,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-11-03,307,0,-9999,-9999,-9999
6812997,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-11-24,328,0,-9999,-9999,-9999
7160692,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-08-25,237,1,58,95% or more,-9999
7261318,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-12-01,335,0,-9999,-9999,-9999
7261890,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,390,Ripe fruits,2015-12-08,342,0,-9999,-9999,-9999
4837844,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-01-06,6,0,-9999,-9999,-9999
4880238,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-01-13,13,0,-9999,-9999,-9999
4894375,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-01-20,20,0,-9999,-9999,-9999
4941086,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-01-27,27,0,-9999,-9999,-9999
4941270,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-02-03,34,0,-9999,-9999,-9999
5214370,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-02-10,41,0,-9999,-9999,-9999
5214500,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-02-17,48,0,-9999,-9999,-9999
5214594,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-03-03,62,0,-9999,-9999,-9999
5234098,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-03-10,69,0,-9999,-9999,-9999
5269203,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-03-17,76,0,-9999,-9999,-9999
5303799,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-03-24,83,0,-9999,-9999,-9999
5395287,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-03-31,90,0,-9999,-9999,-9999
5395417,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-04-07,97,0,-9999,-9999,-9999
5497636,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-04-14,104,0,-9999,-9999,-9999
5699857,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-04-28,118,0,-9999,-9999,-9999
5700540,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-05-19,139,0,-9999,-9999,-9999
5700669,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-04-21,111,0,-9999,-9999,-9999
5700764,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-05-05,125,0,-9999,-9999,-9999
5700897,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-05-12,132,0,-9999,-9999,-9999
5785490,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-05-26,146,0,-9999,-9999,-9999
5822914,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-06-09,160,0,-9999,-9999,-9999
5901947,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-06-23,174,1,43,11 to 100,-9999
6209152,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-08-11,223,0,-9999,-9999,-9999
6595493,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-06-30,181,1,43,"101 to 1,000",-9999
6596192,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-10-06,279,0,-9999,-9999,-9999
6596217,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-07-07,188,1,43,3 to 10,-9999
6596339,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-07-14,195,1,43,11 to 100,-9999
6596408,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-07-21,202,1,43,11 to 100,-9999
6596547,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-07-28,209,0,-9999,-9999,-9999
6596668,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-08-04,216,0,-9999,-9999,-9999
6597040,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-09-01,244,0,-9999,-9999,-9999
6597170,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-09-08,251,0,-9999,-9999,-9999
6598900,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-10-27,300,0,-9999,-9999,-9999
6599168,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-09-15,258,0,-9999,-9999,-9999
6599248,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-09-22,265,0,-9999,-9999,-9999
6599436,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-10-20,293,0,-9999,-9999,-9999
6745007,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-11-03,307,0,-9999,-9999,-9999
6812993,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-11-24,328,0,-9999,-9999,-9999
7160709,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-08-25,237,0,-9999,-9999,-9999
7261222,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-12-01,335,0,-9999,-9999,-9999
7261706,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,484,Young leaves (tree/shrub),2015-12-08,342,0,-9999,-9999,-9999
4837845,-9999,9020,36.565994,-118.777596,1920,CA,761,Arctostaphylos,patula,greenleaf manzanita,Plantae,30903,500,Flowers or flower buds,2015-01-06,6,0,-9999,-9999,-9999
